organization_name,lane,org_type,address,city,distance_miles,contact_name,role_target,email,phone,source,verification_status
Access Insitute,School,school,,,2.54,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
3D-4D Ultrasound Studio,Medical,doctors,147-19 Union Turnpike,,2.55,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Dr. Richard Seioung,Medical,doctors,75-21 Broadway,,2.57,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Emmanuel Internal Medicine,Medical,doctors,,,2.57,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Zenaida Espino-Santos,Medical,doctors,76-10 34th Avenue,,2.58,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Middle School 216,School,school,64-20 175th Street,Queens,2.58,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Fidelity Physical Therapy & Rehabilitation Center,Medical,clinic,40-47 75th Street,,2.59,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Pediatrics,Medical,doctors,40-53 75th Street,,2.6,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
CCBD School of New York,School,school,40-42 75th Street,,2.61,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Urology,Medical,clinic,40-46 75th Street,,2.61,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Holy Trinity School,School,school,14-45 143rd Street,,2.62,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
ACE Institute of Technology,School,school,40-38 75th Street,,2.62,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Kew Gardens Dialysis Center,Medical,clinic,120-46 Queens Boulevard,,2.62,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Intermediate School 5 Walter S. Crowley,School,school,50-40 Jacobus Street,,2.62,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Public School 173,School,school,,,2.62,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Cohen Eye Institute,Medical,doctors,74-10 Broadway,,2.64,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Forest Hills Gastroenterology,Medical,doctors,Broadway,Elmhurst,2.64,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Moss Dermatology,Medical,doctors,Broadway,Elmhurst,2.64,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Our Lady of Fatima School,School,school,25-34 80th Street,,2.64,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Plaza College,School,school,,,2.65,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
HeartShare Union Turnpike Day Habilitation Program,Support Organization,social_facility,159-05 Union Turnpike,,2.65,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Manhattan Queens Pediatrics,Medical,doctors,Broadway,Elmhurst,2.65,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
CORNERSTONE of Fresh Meadows,Support Organization,social_facility,159-05 Union Turnpike,Fresh Meadows,2.65,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Meadow Park Rehabilitation and Healthcare Center,Support Organization,rehabilitation,78-10 164th Street,,2.66,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Community Medical Imaging,Medical,doctors,,,2.68,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
CityMD,Medical,clinic,73-02 Roosevelt Avenue,Jackson Heights,2.7,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
I.S. 230Q School for Civics in the Community,School,school,,,2.7,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
All City Eye Care,Medical,doctors,161-10 Union Turnpike,Fresh Meadows,2.71,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Public School 99,School,school,,,2.74,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
New York Presbyterian,Medical,clinic,73-15 Northern Boulevard,,2.76,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
CityMD,Medical,clinic,74-25 Grand Avenue,Maspeth,2.77,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Public School 129,School,school,128-02 7th Avenue,,2.77,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
PS 49,School,school,,,2.77,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
QCNI-Bleuler Jackson Heights,Medical,doctors,37-64 72nd Street,Jackson Heights,2.78,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Interventional Pain Management,Medical,doctors,Metropolitan Avenue,,2.78,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Malik Eye Care,Medical,doctors,,,2.79,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Advantage Care Physicians,Medical,doctors,96-10 Metropolitan Avenue,,2.79,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Lenox Hill,Medical,doctors,Metropolitan Avenue,,2.8,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
NY Cancer & Blood Specialist,Medical,doctors,Metropolitan Avenue,,2.8,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Public School 79,School,school,147-27 15th Drive,,2.8,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Precision Pain Medicine,Medical,doctors,77-36 169th Street,Queens,2.81,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
NYC Health + Hospitals/Gotham Health,Medical,clinic,37-50 72nd Street,Jackson Heights,2.81,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
P.S. 12 - James B. Colgate School,School,school,46-14 67th Street,,2.81,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Western Care PC,Medical,clinic,70-38 Broadway,Jackson Heights,2.82,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
"Stand-Up MRI of Queens, P.C.",Medical,doctors,167-20 Union Turnpike,,2.83,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Queens Gateway to Health Sciences Secondary School,School,school,,,2.83,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Public School 177,School,school,56-37 188th Street,,2.83,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
St. Mary's Parochial School,School,school,,,2.84,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Archbishop Molloy High School,School,school,83-53 Manton Street,Jamaica,2.85,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Maspeth High School,School,school,,,2.85,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Regal Heights Rehabilitation and Healthcare Center,Support Organization,rehabilitation,70-05 35th Avenue,,2.86,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Queens Hospital Center,Medical,hospital,82-68 164th Street,Jamaica,2.87,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Saint Margaret's Religious Education Center,School,school,,,2.88,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Lexington School and Center for the Deaf,School,school,,,2.9,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Monsignor McClancy Memorial High School,School,school,,,2.9,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Public School 184,School,school,163-15 21st Road,,2.91,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
CityMD,Medical,clinic,61-18 188th Street,Fresh Meadows,2.92,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
"Marchese Integrative Practice, PC",Medical,doctors,,,2.93,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Metro Medical,Medical,doctors,116-07 Metropolitan Avenue,,2.93,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
The Hector Figueroa School,School,school,69-01 34th Avenue,Jackson Heights,2.93,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Junior High School 194,School,school,154-60 17th Avenue,,2.94,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Public School 233,School,school,,,2.94,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Passport Health Jamaica Travel Clinic,Medical,clinic,83-15 Parsons Blvd,Jamaica,2.95,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Alwani Medical Care,Medical,clinic,76-67 174th Street,,2.95,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
PS58 - The School of Heroes,School,school,,,2.95,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Kew Gardens Pre-School,School,school,82-02 Lefferts Boulevard,,2.96,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Queens Metropolitan High School,School,school,,,2.96,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Metropolitan Expeditionary Learning School,School,school,,,2.96,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Podiatric Medicine Foot Surgery,Medical,doctors,116-22 Metropolitan Avenue,,2.96,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Podiatrist,Medical,doctors,84-75 Main Street,,2.97,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Grand Ave. Medical suites,Medical,doctors,,,2.97,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Blum Eye Center,Medical,doctors,116-24 Metropolitan Avenue,,2.98,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Kew Gardens Medical,Medical,doctors,,,2.98,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Doctors Office,Medical,doctors,64-17 Broadway,Woodside,2.99,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Pediatric & Medicine,Medical,doctors,64-13 Broadway,Woodside,3.0,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
MedPro Urgent & Primary Care,Medical,clinic,45-27 Roosevelt Avenue,,3.01,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Fresenius Medical Care,Medical,clinic,176-35 Union Turnpike,,3.03,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Getwell Med-Care P.C.,Medical,doctors,3530 64th Street,Woodside,3.03,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Quest Diagnostics,Medical,hospital,,,3.05,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Integrated Internal Medicine,Medical,doctors,79-11 Metropolitan Avenue,,3.05,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
CareCube,Medical,clinic,79-07 Metropolitan Avenue,,3.06,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Fast Care Medical Diagnostics,Medical,doctors,,,3.06,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Local MD,Medical,doctors,,,3.06,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Urgent Care,Medical,clinic,Queens Boulevard,,3.07,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Main Street Radiology,Medical,clinic,44-01 Francis Lewis Blvd,Bayside,3.08,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
P.S. 117Q - J. Keld / Briarwood School,School,school,,,3.09,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Our Lady of Hope School,School,school,61-21 71st Street,,3.12,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Physical Therapy Cardiology Foot & Ankle Center,Medical,doctors,119-60 Metropolitan Avenue,,3.12,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Public School 2,School,school,75-10 21st Avenue,,3.12,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
J.S. 217Q - Robert A. Van Wyck,School,school,,,3.12,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
PS 2,School,school,,,3.12,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Intermediate School 73,School,school,70-02 54th Avenue,Maspeth,3.12,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Wyckoff Health Center,Medical,clinic,75-54 Metropolitan Avenue,,3.13,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Public School 78,School,school,,,3.14,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Lamd Medical Group and Urgent Care,Medical,clinic,63-15 Roosevelt Avenue,,3.14,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Public School 152,School,school,,,3.14,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Ava Ambulette,Support Organization,social_facility,179-05 Union Turnpike,,3.15,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Metrowell Health Center,Medical,clinic,,,3.16,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Metrokids Preschool,School,kindergarten,186-01 73rd Avenue,Fresh Meadows,3.16,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Margaret Tietz Nursing and Rehabilitation Center,Support Organization,rehabilitation,164-11 Chapin Parkway,Jamaica,3.18,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Chapin Home for the Aging,Support Organization,social_facility,165-01 Chapin Parkway,,3.18,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Whitestone Academy,School,school,150-34 12th Avenue,,3.18,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Thomas Edison,School,school,165-65 84th Avenue,Jamaica,3.19,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Thomas A. Edison Career and Technical Education High School,School,school,,,3.19,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Theresa Paplin School,School,school,,,3.21,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
"Joseph Tarantino, D.P.M",Medical,doctor,55-36 69th Place,,3.23,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Landrum School of Dance,School,school,11-02 Clintonville Street,,3.25,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Corpus Christi School,School,school,31-29 60th Street,,3.25,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
