organization_name,lane,org_type,address,city,phone,email,website,contact_name,role_target,distance_miles,source,verification_status
Broadway Preschool,School,kindergarten,77-14 Roosevelt Avenue,,,,,,School Social Worker,2.49,OpenStreetMap (Overpass),raw_unverified
PS 144,School,school,,,,,https://www.ps144q.org/,,School Social Worker,2.49,OpenStreetMap (Overpass),raw_unverified
Public School 69,School,school,,,,,https://www.ps69q.com/,,School Social Worker,2.5,OpenStreetMap (Overpass),raw_unverified
Saint Agnes Academy High School,School,school,13-20 124th Street,,,,,,School Social Worker,2.5,OpenStreetMap (Overpass),raw_unverified
Saint Adalbert Catholic Academy,School,school,52-17 83rd Street,Elmhurst,,,https://saintadalbertca.org,,School Social Worker,2.52,OpenStreetMap (Overpass),raw_unverified
Phyllis L. Susser School For Exceptional Children,School,school,71-64 168th Street,,+1-718-591-8100,,https://birchfamilyservices.org/school/phyllis-susser/,,School Social Worker,2.52,OpenStreetMap (Overpass),raw_unverified
Garden School,School,school,,,,,https://www.gardenschool.org/,,School Social Worker,2.52,OpenStreetMap (Overpass),raw_unverified
Orlin&Cohen,Medical,clinic,,,,,,,Pediatric Intake Coordinator,2.53,OpenStreetMap (Overpass),raw_unverified
Rest Medical Care,Medical,hospital,37-28 77th Street,,,,,,Pediatric Intake Coordinator,2.53,OpenStreetMap (Overpass),raw_unverified
Access Insitute,School,school,,,,,,,School Social Worker,2.54,OpenStreetMap (Overpass),raw_unverified
3D-4D Ultrasound Studio,Medical,doctors,147-19 Union Turnpike,,,,,,Pediatric Intake Coordinator,2.55,OpenStreetMap (Overpass),raw_unverified
Dr. Richard Seioung,Medical,doctors,75-21 Broadway,,+1-718-335-3333,,,,Pediatric Intake Coordinator,2.57,OpenStreetMap (Overpass),raw_unverified
Emmanuel Internal Medicine,Medical,doctors,,,,,,,Pediatric Intake Coordinator,2.57,OpenStreetMap (Overpass),raw_unverified
Zenaida Espino-Santos,Medical,doctors,76-10 34th Avenue,,+1 718 397 0265,,,,Pediatric Intake Coordinator,2.58,OpenStreetMap (Overpass),raw_unverified
Middle School 216,School,school,64-20 175th Street,Queens,,,https://ryan216.org/,,School Social Worker,2.58,OpenStreetMap (Overpass),raw_unverified
Fidelity Physical Therapy & Rehabilitation Center,Medical,clinic,40-47 75th Street,,+1-718-803-8078,,,,Pediatric Intake Coordinator,2.59,OpenStreetMap (Overpass),raw_unverified
Pediatrics,Medical,doctors,40-53 75th Street,,+1-718-426-6270,,,,Pediatric Intake Coordinator,2.6,OpenStreetMap (Overpass),raw_unverified
CCBD School of New York,School,school,40-42 75th Street,,,,,,School Social Worker,2.61,OpenStreetMap (Overpass),raw_unverified
Urology,Medical,clinic,40-46 75th Street,,+1-718-335-1437,,,,Pediatric Intake Coordinator,2.61,OpenStreetMap (Overpass),raw_unverified
Holy Trinity School,School,school,14-45 143rd Street,,,,,,School Social Worker,2.62,OpenStreetMap (Overpass),raw_unverified
ACE Institute of Technology,School,school,40-38 75th Street,,+1-347-806-3919,yadhiritarodriguez01@gmail.com,https://www.acecareer.edu,,School Social Worker,2.62,OpenStreetMap (Overpass),raw_unverified
Kew Gardens Dialysis Center,Medical,clinic,120-46 Queens Boulevard,,,,,,Pediatric Intake Coordinator,2.62,OpenStreetMap (Overpass),raw_unverified
Intermediate School 5 Walter S. Crowley,School,school,50-40 Jacobus Street,,,,https://is5q.org/,,School Social Worker,2.62,OpenStreetMap (Overpass),raw_unverified
Public School 173,School,school,,,,,,,School Social Worker,2.62,OpenStreetMap (Overpass),raw_unverified
Cohen Eye Institute,Medical,doctors,74-10 Broadway,,+1-914-685-5863,,https://www.coheneyeinstitute.com,,Pediatric Intake Coordinator,2.64,OpenStreetMap (Overpass),raw_unverified
Forest Hills Gastroenterology,Medical,doctors,Broadway,Elmhurst,+1 718 971 1340,,,,Pediatric Intake Coordinator,2.64,OpenStreetMap (Overpass),raw_unverified
Moss Dermatology,Medical,doctors,Broadway,Elmhurst,+1 718 971 1340,,,,Pediatric Intake Coordinator,2.64,OpenStreetMap (Overpass),raw_unverified
Our Lady of Fatima School,School,school,25-34 80th Street,,,,https://ourladyoffatimaschool.org/,,School Social Worker,2.64,OpenStreetMap (Overpass),raw_unverified
Plaza College,School,school,,,,,,,School Social Worker,2.65,OpenStreetMap (Overpass),raw_unverified
HeartShare Union Turnpike Day Habilitation Program,Support Organization,social_facility,159-05 Union Turnpike,,,,,,Program Intake Coordinator,2.65,OpenStreetMap (Overpass),raw_unverified
Manhattan Queens Pediatrics,Medical,doctors,Broadway,Elmhurst,,,,,Pediatric Intake Coordinator,2.65,OpenStreetMap (Overpass),raw_unverified
CORNERSTONE of Fresh Meadows,Support Organization,social_facility,159-05 Union Turnpike,Fresh Meadows,+1 718 906 6700,,https://www.cornerstoneny.com/,,Program Intake Coordinator,2.65,OpenStreetMap (Overpass),raw_unverified
Meadow Park Rehabilitation and Healthcare Center,Support Organization,rehabilitation,78-10 164th Street,,+1-718-591-8300,,https://www.meadowparkrehab.com/,,Program Intake Coordinator,2.66,OpenStreetMap (Overpass),raw_unverified
Community Medical Imaging,Medical,doctors,,,+1-718-275-1010,,,,Pediatric Intake Coordinator,2.68,OpenStreetMap (Overpass),raw_unverified
CityMD,Medical,clinic,73-02 Roosevelt Avenue,Jackson Heights,+1 718-475-2351,,https://www.citymd.com/urgent-care-locations/ny/jackson-heights,,Pediatric Intake Coordinator,2.7,OpenStreetMap (Overpass),raw_unverified
I.S. 230Q School for Civics in the Community,School,school,,,,,https://www.schools.nyc.gov/SchoolPortals/30/Q230,,School Social Worker,2.7,OpenStreetMap (Overpass),raw_unverified
All City Eye Care,Medical,doctors,161-10 Union Turnpike,Fresh Meadows,,,,,Pediatric Intake Coordinator,2.71,OpenStreetMap (Overpass),raw_unverified
Public School 99,School,school,,,,,,,School Social Worker,2.74,OpenStreetMap (Overpass),raw_unverified
New York Presbyterian,Medical,clinic,73-15 Northern Boulevard,,,,,,Pediatric Intake Coordinator,2.76,OpenStreetMap (Overpass),raw_unverified
CityMD,Medical,clinic,74-25 Grand Avenue,Maspeth,,,https://www.citymd.com/urgent-care-locations/ny/queens/maspeth/209,,Pediatric Intake Coordinator,2.77,OpenStreetMap (Overpass),raw_unverified
Public School 129,School,school,128-02 7th Avenue,,,,,,School Social Worker,2.77,OpenStreetMap (Overpass),raw_unverified
PS 49,School,school,,,,,,,School Social Worker,2.77,OpenStreetMap (Overpass),raw_unverified
QCNI-Bleuler Jackson Heights,Medical,doctors,37-64 72nd Street,Jackson Heights,+1 718-335-3434,,,,Pediatric Intake Coordinator,2.78,OpenStreetMap (Overpass),raw_unverified
Interventional Pain Management,Medical,doctors,Metropolitan Avenue,,+1 718 263 2400,,,,Pediatric Intake Coordinator,2.78,OpenStreetMap (Overpass),raw_unverified
Malik Eye Care,Medical,doctors,,,,,,,Pediatric Intake Coordinator,2.79,OpenStreetMap (Overpass),raw_unverified
Advantage Care Physicians,Medical,doctors,96-10 Metropolitan Avenue,,,,,,Pediatric Intake Coordinator,2.79,OpenStreetMap (Overpass),raw_unverified
Lenox Hill,Medical,doctors,Metropolitan Avenue,,,,,,Pediatric Intake Coordinator,2.8,OpenStreetMap (Overpass),raw_unverified
NY Cancer & Blood Specialist,Medical,doctors,Metropolitan Avenue,,,,,,Pediatric Intake Coordinator,2.8,OpenStreetMap (Overpass),raw_unverified
Public School 79,School,school,147-27 15th Drive,,,,,,School Social Worker,2.8,OpenStreetMap (Overpass),raw_unverified
Precision Pain Medicine,Medical,doctors,77-36 169th Street,Queens,+1-718-878-4656,info@paincenterny.com,https://www.paincenterny.com,,Pediatric Intake Coordinator,2.81,OpenStreetMap (Overpass),raw_unverified
NYC Health + Hospitals/Gotham Health,Medical,clinic,37-50 72nd Street,Jackson Heights,+1-844-692-4692,,https://www.nychealthandhospitals.org/gotham-health/gotham-centers/,,Pediatric Intake Coordinator,2.81,OpenStreetMap (Overpass),raw_unverified
P.S. 12 - James B. Colgate School,School,school,46-14 67th Street,,,,,,School Social Worker,2.81,OpenStreetMap (Overpass),raw_unverified
Western Care PC,Medical,clinic,70-38 Broadway,Jackson Heights,+1-718-565-5600,,https://drferdous.com/,,Pediatric Intake Coordinator,2.82,OpenStreetMap (Overpass),raw_unverified
"Stand-Up MRI of Queens, P.C.",Medical,doctors,167-20 Union Turnpike,,,,,,Pediatric Intake Coordinator,2.83,OpenStreetMap (Overpass),raw_unverified
Queens Gateway to Health Sciences Secondary School,School,school,,,+1-718-969-3155,,https://www.queensgateway.org/,,School Social Worker,2.83,OpenStreetMap (Overpass),raw_unverified
Public School 177,School,school,56-37 188th Street,,,,,,School Social Worker,2.83,OpenStreetMap (Overpass),raw_unverified
St. Mary's Parochial School,School,school,,,,,,,School Social Worker,2.84,OpenStreetMap (Overpass),raw_unverified
Archbishop Molloy High School,School,school,83-53 Manton Street,Jamaica,+1-718-441-2100,,https://www.molloyhs.org/,,School Social Worker,2.85,OpenStreetMap (Overpass),raw_unverified
Maspeth High School,School,school,,,,,,,School Social Worker,2.85,OpenStreetMap (Overpass),raw_unverified
Regal Heights Rehabilitation and Healthcare Center,Support Organization,rehabilitation,70-05 35th Avenue,,+1-718-662-5100,,http://www.regalheightsrehab.com/,,Program Intake Coordinator,2.86,OpenStreetMap (Overpass),raw_unverified
Queens Hospital Center,Medical,hospital,82-68 164th Street,Jamaica,+1 718 883 3000,,https://www.nychealthandhospitals.org/queens/,,Pediatric Intake Coordinator,2.87,OpenStreetMap (Overpass),raw_unverified
Saint Margaret's Religious Education Center,School,school,,,,,,,School Social Worker,2.88,OpenStreetMap (Overpass),raw_unverified
Lexington School and Center for the Deaf,School,school,,,,,https://www.lexnyc.org/,,School Social Worker,2.9,OpenStreetMap (Overpass),raw_unverified
Monsignor McClancy Memorial High School,School,school,,,+1-718-397-9343,,https://msgrmcclancy.org/,,School Social Worker,2.9,OpenStreetMap (Overpass),raw_unverified
Public School 184,School,school,163-15 21st Road,,,,,,School Social Worker,2.91,OpenStreetMap (Overpass),raw_unverified
CityMD,Medical,clinic,61-18 188th Street,Fresh Meadows,,,,,Pediatric Intake Coordinator,2.92,OpenStreetMap (Overpass),raw_unverified
"Marchese Integrative Practice, PC",Medical,doctors,,,,,,,Pediatric Intake Coordinator,2.93,OpenStreetMap (Overpass),raw_unverified
Metro Medical,Medical,doctors,116-07 Metropolitan Avenue,,+1 718-807-4100,,,,Pediatric Intake Coordinator,2.93,OpenStreetMap (Overpass),raw_unverified
The Hector Figueroa School,School,school,69-01 34th Avenue,Jackson Heights,+1-929-463-7200,,https://www.schools.nyc.gov/schools/Q398,,School Social Worker,2.93,OpenStreetMap (Overpass),raw_unverified
Junior High School 194,School,school,154-60 17th Avenue,,,,,,School Social Worker,2.94,OpenStreetMap (Overpass),raw_unverified
Public School 233,School,school,,,,,,,School Social Worker,2.94,OpenStreetMap (Overpass),raw_unverified
Passport Health Jamaica Travel Clinic,Medical,clinic,83-15 Parsons Blvd,Jamaica,,,,,Pediatric Intake Coordinator,2.95,OpenStreetMap (Overpass),raw_unverified
Alwani Medical Care,Medical,clinic,76-67 174th Street,,,,,,Pediatric Intake Coordinator,2.95,OpenStreetMap (Overpass),raw_unverified
PS58 - The School of Heroes,School,school,,,,,,,School Social Worker,2.95,OpenStreetMap (Overpass),raw_unverified
Kew Gardens Pre-School,School,school,82-02 Lefferts Boulevard,,,,,,School Social Worker,2.96,OpenStreetMap (Overpass),raw_unverified
Queens Metropolitan High School,School,school,,,,,,,School Social Worker,2.96,OpenStreetMap (Overpass),raw_unverified
Metropolitan Expeditionary Learning School,School,school,,,,,,,School Social Worker,2.96,OpenStreetMap (Overpass),raw_unverified
Podiatric Medicine Foot Surgery,Medical,doctors,116-22 Metropolitan Avenue,,+1 718-441-5400,,,,Pediatric Intake Coordinator,2.96,OpenStreetMap (Overpass),raw_unverified
Podiatrist,Medical,doctors,84-75 Main Street,,,,,,Pediatric Intake Coordinator,2.97,OpenStreetMap (Overpass),raw_unverified
Grand Ave. Medical suites,Medical,doctors,,,,,,,Pediatric Intake Coordinator,2.97,OpenStreetMap (Overpass),raw_unverified
Blum Eye Center,Medical,doctors,116-24 Metropolitan Avenue,,+1 718-847-2020,,,,Pediatric Intake Coordinator,2.98,OpenStreetMap (Overpass),raw_unverified
Kew Gardens Medical,Medical,doctors,,,+1 718-441-8666,,,,Pediatric Intake Coordinator,2.98,OpenStreetMap (Overpass),raw_unverified
Doctors Office,Medical,doctors,64-17 Broadway,Woodside,+1 718-424-5797,,,,Pediatric Intake Coordinator,2.99,OpenStreetMap (Overpass),raw_unverified
Pediatric & Medicine,Medical,doctors,64-13 Broadway,Woodside,,,,,Pediatric Intake Coordinator,3.0,OpenStreetMap (Overpass),raw_unverified
MedPro Urgent & Primary Care,Medical,clinic,45-27 Roosevelt Avenue,,,,,,Pediatric Intake Coordinator,3.01,OpenStreetMap (Overpass),raw_unverified
Fresenius Medical Care,Medical,clinic,176-35 Union Turnpike,,,,,,Pediatric Intake Coordinator,3.03,OpenStreetMap (Overpass),raw_unverified
Getwell Med-Care P.C.,Medical,doctors,3530 64th Street,Woodside,,,,,Pediatric Intake Coordinator,3.03,OpenStreetMap (Overpass),raw_unverified
Quest Diagnostics,Medical,hospital,,,,,,,Pediatric Intake Coordinator,3.05,OpenStreetMap (Overpass),raw_unverified
Integrated Internal Medicine,Medical,doctors,79-11 Metropolitan Avenue,,,,,,Pediatric Intake Coordinator,3.05,OpenStreetMap (Overpass),raw_unverified
CareCube,Medical,clinic,79-07 Metropolitan Avenue,,,,,,Pediatric Intake Coordinator,3.06,OpenStreetMap (Overpass),raw_unverified
Fast Care Medical Diagnostics,Medical,doctors,,,,,,,Pediatric Intake Coordinator,3.06,OpenStreetMap (Overpass),raw_unverified
Local MD,Medical,doctors,,,,,,,Pediatric Intake Coordinator,3.06,OpenStreetMap (Overpass),raw_unverified
Urgent Care,Medical,clinic,Queens Boulevard,,,,,,Pediatric Intake Coordinator,3.07,OpenStreetMap (Overpass),raw_unverified
Main Street Radiology,Medical,clinic,44-01 Francis Lewis Blvd,Bayside,,info@mainstreetradiology.com,https://www.mainstreetradiology.com/about-us/locations/bayside-44th-avenue/,,Pediatric Intake Coordinator,3.08,OpenStreetMap (Overpass),raw_unverified
P.S. 117Q - J. Keld / Briarwood School,School,school,,,,,https://www.schools.nyc.gov/SchoolPortals/28/Q117/default.htm,,School Social Worker,3.09,OpenStreetMap (Overpass),raw_unverified
Our Lady of Hope School,School,school,61-21 71st Street,,,,,,School Social Worker,3.12,OpenStreetMap (Overpass),raw_unverified
Physical Therapy Cardiology Foot & Ankle Center,Medical,doctors,119-60 Metropolitan Avenue,,+1 718-441-0908,,,,Pediatric Intake Coordinator,3.12,OpenStreetMap (Overpass),raw_unverified
Public School 2,School,school,75-10 21st Avenue,,,,,,School Social Worker,3.12,OpenStreetMap (Overpass),raw_unverified
J.S. 217Q - Robert A. Van Wyck,School,school,,,,,https://www.schools.nyc.gov/schools/Q217,,School Social Worker,3.12,OpenStreetMap (Overpass),raw_unverified
PS 2,School,school,,,,,,,School Social Worker,3.12,OpenStreetMap (Overpass),raw_unverified
Intermediate School 73,School,school,70-02 54th Avenue,Maspeth,,,https://www.is73.org/,,School Social Worker,3.12,OpenStreetMap (Overpass),raw_unverified
Wyckoff Health Center,Medical,clinic,75-54 Metropolitan Avenue,,,,,,Pediatric Intake Coordinator,3.13,OpenStreetMap (Overpass),raw_unverified
Public School 78,School,school,,,,,,,School Social Worker,3.14,OpenStreetMap (Overpass),raw_unverified
Lamd Medical Group and Urgent Care,Medical,clinic,63-15 Roosevelt Avenue,,+1 718-639-3603,scanslamd@gmail.com,,,Pediatric Intake Coordinator,3.14,OpenStreetMap (Overpass),raw_unverified
Public School 152,School,school,,,,,https://www.schools.nyc.gov/SchoolPortals/30/Q152/default.htm,,School Social Worker,3.14,OpenStreetMap (Overpass),raw_unverified
Ava Ambulette,Support Organization,social_facility,179-05 Union Turnpike,,,,,,Program Intake Coordinator,3.15,OpenStreetMap (Overpass),raw_unverified
Metrowell Health Center,Medical,clinic,,,,,,,Pediatric Intake Coordinator,3.16,OpenStreetMap (Overpass),raw_unverified
Metrokids Preschool,School,kindergarten,186-01 73rd Avenue,Fresh Meadows,+1-718-380-2066,,,,School Social Worker,3.16,OpenStreetMap (Overpass),raw_unverified
Margaret Tietz Nursing and Rehabilitation Center,Support Organization,rehabilitation,164-11 Chapin Parkway,Jamaica,+1-718-298-7800,info@margarettietz.org,https://margarettietz.org,,Program Intake Coordinator,3.18,OpenStreetMap (Overpass),raw_unverified
Chapin Home for the Aging,Support Organization,social_facility,165-01 Chapin Parkway,,,,https://www.chapinhome.org,,Program Intake Coordinator,3.18,OpenStreetMap (Overpass),raw_unverified
Whitestone Academy,School,school,150-34 12th Avenue,,,,,,School Social Worker,3.18,OpenStreetMap (Overpass),raw_unverified
Thomas Edison,School,school,165-65 84th Avenue,Jamaica,+1-718-297-6580,,https://www.taehs.org/,,School Social Worker,3.19,OpenStreetMap (Overpass),raw_unverified
Thomas A. Edison Career and Technical Education High School,School,school,,,,,,,School Social Worker,3.19,OpenStreetMap (Overpass),raw_unverified
Theresa Paplin School,School,school,,,,,https://sco.org/programs/theresa-paplin-school/,,School Social Worker,3.21,OpenStreetMap (Overpass),raw_unverified
"Joseph Tarantino, D.P.M",Medical,doctor,55-36 69th Place,,+1-718-446-0500,,,,Pediatric Intake Coordinator,3.23,OpenStreetMap (Overpass),raw_unverified
Landrum School of Dance,School,school,11-02 Clintonville Street,,,,,,School Social Worker,3.25,OpenStreetMap (Overpass),raw_unverified
Corpus Christi School,School,school,31-29 60th Street,,,,,,School Social Worker,3.25,OpenStreetMap (Overpass),raw_unverified
Total Body Healthcare,Medical,clinic,61-27 Woodside Avenue,,,,,,Pediatric Intake Coordinator,3.26,OpenStreetMap (Overpass),raw_unverified
